Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Delhi,249.47,67,Medium,16-12-2021,8,Buttermilk,Sudha,536.09,86.84,46554.0556,13,Refrigerated,04-11-2021,17-11-2021,316,86.3,27270.8,Uttar Pradesh,Retail,220,32.68,161.74
Madhya Pradesh,323.41,72,Medium,08-04-2022,4,Yogurt,Palle2patnam,398.22,34.32,13666.9104,24,Refrigerated,26-03-2022,19-04-2022,154,31.58,4863.32,Kerala,Online,244,37.26,162.23
Telangana,42.54,29,Large,20-11-2022,6,Curd,Raj,440.06,11.57,5091.4942,5,Refrigerated,12-11-2022,17-11-2022,391,13.06,5106.46,Chandigarh,Wholesale,49,19.07,79.27
Jharkhand,267.87,61,Large,27-03-2019,4,Yogurt,Dodla Dairy,854.92,59.32,50713.8544,24,Frozen,27-01-2019,20-02-2019,108,55.44,5987.52,Maharashtra,Retail,746,52.16,34.25
West Bengal,911.47,37,Small,05-04-2022,2,Butter,Mother Dairy,545.57,69.3,37808.001,35,Frozen,01-03-2022,05-04-2022,74,66.89,4949.86,Gujarat,Online,471,86.26,58.48
Kerala,651.27,66,Medium,27-09-2021,4,Yogurt,Palle2patnam,820.95,94.53,77604.4035,26,Frozen,23-09-2021,19-10-2021,819,95.5,78214.5,Maharashtra,Wholesale,1,54.43,63.82
Jharkhand,51.88,48,Medium,11-11-2021,10,Ghee,Amul,86.38,17.03,1471.0514,66,Ambient,25-09-2021,30-11-2021,58,19.96,1157.68,Karnataka,Retail,28,46.15,134.94
Kerala,878.31,88,Medium,16-04-2021,1,Milk,Raj,416.52,56.06,23350.1112,28,Tetra Pack,15-04-2021,13-05-2021,276,53.4,14738.4,Telangana,Wholesale,140,59.63,95.02
Madhya Pradesh,213.84,32,Small,05-12-2021,9,Paneer,Amul,459.36,53.1,24392.016,13,Refrigerated,12-11-2021,25-11-2021,277,52.63,14578.51,Rajasthan,Online,182,58.12,31.78
West Bengal,875.3,100,Large,23-10-2021,5,Ice Cream,Palle2patnam,615.01,48.94,30098.5894,25,Frozen,06-09-2021,01-10-2021,399,52.89,21103.11,Chandigarh,Retail,216,83.37,161.06
Chandigarh,510.02,98,Medium,27-08-2022,9,Paneer,Sudha,723.37,95.72,69240.9764,10,Refrigerated,11-08-2022,21-08-2022,177,96.81,17135.37,Rajasthan,Online,546,69.69,59.18
Jharkhand,526.08,61,Large,14-05-2021,8,Buttermilk,Raj,727.6,31.23,22722.948,13,Refrigerated,01-04-2021,14-04-2021,309,34.93,10793.37,Kerala,Retail,418,87.61,26.09
Telangana,78.43,27,Small,13-01-2021,8,Buttermilk,Sudha,842.56,78,65719.68,11,Refrigerated,10-12-2020,21-12-2020,211,75.4,15909.4,Rajasthan,Retail,631,21.66,100.32
Delhi,592.06,98,Large,10-06-2020,8,Buttermilk,Raj,512.5,56.48,28946,8,Refrigerated,12-04-2020,20-04-2020,504,60.63,30557.52,Uttar Pradesh,Wholesale,8,95.1,134.83
Bihar,520.43,30,Small,24-01-2022,9,Paneer,Raj,952.14,46.38,44160.2532,10,Refrigerated,03-01-2022,13-01-2022,926,48.37,44790.62,Rajasthan,Online,26,13.13,95.47
Karnataka,881.28,78,Medium,12-11-2020,10,Ghee,Sudha,463.97,59.24,27485.5828,92,Ambient,14-09-2020,15-12-2020,1,63.79,63.79,Chandigarh,Wholesale,462,62.2,70.91
Haryana,162.57,97,Medium,19-01-2019,8,Buttermilk,Raj,503.23,30.98,15590.0654,9,Refrigerated,03-01-2019,12-01-2019,302,34.76,10497.52,Delhi,Retail,201,29.51,192.1
Madhya Pradesh,780.33,84,Large,27-10-2019,4,Yogurt,Amul,272.71,31.07,8473.0997,26,Refrigerated,02-10-2019,28-10-2019,231,28.61,6608.91,Bihar,Wholesale,41,10.7,62.85
Telangana,147.81,90,Small,26-04-2020,6,Curd,Amul,905.36,33.85,30646.436,5,Refrigerated,29-03-2020,03-04-2020,640,30.88,19763.2,Delhi,Retail,265,82.32,186.66
Haryana,993.15,25,Small,11-04-2022,9,Paneer,Raj,20.77,72.49,1505.6173,11,Refrigerated,08-03-2022,19-03-2022,13,75.31,979.03,Gujarat,Retail,7,42.7,188.31
Kerala,769.71,96,Large,20-01-2020,6,Curd,Sudha,796.65,34.51,27492.3915,5,Refrigerated,29-12-2019,03-01-2020,7,32.61,228.27,Chandigarh,Retail,789,96.8,114.5
Uttar Pradesh,249.83,87,Medium,22-01-2020,1,Milk,Mother Dairy,210.11,33.07,6948.3377,23,Tetra Pack,01-12-2019,24-12-2019,32,32.77,1048.64,Rajasthan,Retail,178,96.49,56.35
Maharashtra,317.81,31,Large,24-02-2021,5,Ice Cream,Amul,233.8,74.65,17453.17,21,Frozen,27-01-2021,17-02-2021,167,76.96,12852.32,Chandigarh,Wholesale,66,74.37,134.33
Kerala,840.71,69,Large,21-09-2021,1,Milk,Sudha,785.16,78.61,61721.4276,2,Polythene Packet,06-09-2021,08-09-2021,90,74.1,6669,Telangana,Wholesale,695,60.77,42.52
Rajasthan,392.26,59,Large,08-01-2021,8,Buttermilk,Raj,649.7,83.26,54094.022,13,Refrigerated,12-11-2020,25-11-2020,563,80.35,45237.05,Madhya Pradesh,Retail,86,22.78,184.88
Uttar Pradesh,480.49,88,Small,22-09-2020,5,Ice Cream,Amul,790.85,48.88,38656.748,28,Frozen,19-09-2020,17-10-2020,722,50.89,36742.58,Haryana,Retail,68,67.3,47.61
Bihar,258,58,Large,20-04-2020,7,Lassi,Amul,913.82,73.51,67174.9082,16,Refrigerated,22-02-2020,09-03-2020,323,71.89,23220.47,Gujarat,Wholesale,590,94.16,142.36
Kerala,203.31,25,Small,13-09-2020,2,Butter,Amul,435.51,38.94,16958.7594,35,Refrigerated,24-08-2020,28-09-2020,21,41.71,875.91,Bihar,Retail,414,49.62,115.79
Maharashtra,802.17,42,Medium,06-08-2019,5,Ice Cream,Palle2patnam,232.16,96.98,22514.8768,21,Frozen,25-06-2019,16-07-2019,196,92.9,18208.4,Delhi,Online,36,10.32,111.56
Madhya Pradesh,318.91,78,Small,22-05-2020,1,Milk,Sudha,495.25,96.69,47885.7225,21,Tetra Pack,21-04-2020,12-05-2020,411,95.54,39266.94,Tamil Nadu,Wholesale,84,74.82,189.27
Chandigarh,71.14,19,Small,14-09-2019,9,Paneer,Raj,430.59,38.41,16538.9619,8,Refrigerated,19-07-2019,27-07-2019,250,43.39,10847.5,Maharashtra,Wholesale,180,34.15,23.9
Madhya Pradesh,645.66,77,Large,12-04-2019,7,Lassi,Sudha,326.85,74.26,24271.881,13,Refrigerated,28-03-2019,10-04-2019,310,79.11,24524.1,Haryana,Online,16,90.97,59.27
Delhi,71.14,84,Large,01-07-2022,1,Milk,Amul,949.82,83.9,79689.898,24,Tetra Pack,19-05-2022,12-06-2022,622,81.86,50916.92,Bihar,Online,327,41.13,156.97
Rajasthan,66.93,49,Large,16-04-2020,10,Ghee,Raj,508.72,13.93,7086.4696,131,Ambient,24-03-2020,02-08-2020,237,12.61,2988.57,Haryana,Wholesale,271,37.34,128.2
Karnataka,998.99,31,Medium,04-07-2022,4,Yogurt,Mother Dairy,669.74,40.05,26823.087,24,Frozen,07-05-2022,31-05-2022,255,40.1,10225.5,West Bengal,Retail,414,33.29,173.94
Madhya Pradesh,573.12,73,Medium,23-12-2022,1,Milk,Amul,306.48,97.59,29909.3832,2,Polythene Packet,31-10-2022,02-11-2022,29,93.23,2703.67,West Bengal,Retail,277,44.21,107.88
Bihar,864.12,56,Medium,25-11-2022,10,Ghee,Sudha,730.2,61.56,44951.112,141,Ambient,18-11-2022,08-04-2023,11,64.27,706.97,Maharashtra,Retail,719,67.78,105.62
Chandigarh,464.68,47,Large,23-07-2022,7,Lassi,Sudha,487.46,58.35,28443.291,17,Refrigerated,26-05-2022,12-06-2022,414,61.26,25361.64,Jharkhand,Online,73,42.39,149.78
Karnataka,632.87,25,Medium,11-03-2021,4,Yogurt,Mother Dairy,692.74,68.86,47702.0764,21,Refrigerated,24-02-2021,17-03-2021,22,68.86,1514.92,Kerala,Wholesale,670,63.08,119.33
Maharashtra,118.73,36,Small,11-11-2020,6,Curd,Sudha,66.32,72.19,4787.6408,5,Refrigerated,24-09-2020,29-09-2020,65,73.59,4783.35,Chandigarh,Retail,1,90.3,72.17
Delhi,40.63,68,Small,11-03-2020,4,Yogurt,Palle2patnam,446.4,88.47,39493.008,22,Frozen,27-01-2020,18-02-2020,269,85.06,22881.14,Chandigarh,Wholesale,177,97.73,100.03
Chandigarh,297.44,76,Small,07-06-2021,7,Lassi,Sudha,184.92,47.36,8757.8112,16,Refrigerated,11-04-2021,27-04-2021,153,48.72,7454.16,Gujarat,Online,31,15.6,180.52
Jharkhand,327.68,42,Medium,06-07-2021,1,Milk,Raj,754.71,47.13,35569.4823,1,Polythene Packet,11-06-2021,12-06-2021,462,49.07,22670.34,Telangana,Online,292,77.78,96.38
Uttar Pradesh,704.9,100,Large,08-11-2021,9,Paneer,Mother Dairy,410.84,65.14,26762.1176,11,Refrigerated,18-10-2021,29-10-2021,226,62.44,14111.44,Chandigarh,Wholesale,184,77.65,107.81
Telangana,318.12,28,Small,26-03-2019,3,Cheese,Amul,115.3,10.41,1200.273,43,Refrigerated,22-02-2019,06-04-2019,82,6.77,555.14,Chandigarh,Retail,33,30.32,176.3
Maharashtra,298.06,12,Medium,14-04-2020,2,Butter,Parag Milk Foods,849.92,38.59,32798.4128,37,Refrigerated,12-03-2020,18-04-2020,256,40.09,10263.04,Tamil Nadu,Online,593,36.62,85.87
Rajasthan,500.67,19,Medium,12-09-2019,7,Lassi,Raj,814.38,40.88,33291.8544,15,Refrigerated,14-07-2019,29-07-2019,481,40.55,19504.55,Chandigarh,Retail,333,65.01,53.95
Haryana,527.23,67,Small,07-03-2020,6,Curd,Sudha,499.31,16.06,8018.9186,6,Refrigerated,05-03-2020,11-03-2020,15,15.67,235.05,Chandigarh,Retail,484,81.45,100.71
West Bengal,922.3,83,Large,04-01-2020,6,Curd,Amul,194.04,73.31,14225.0724,6,Refrigerated,15-11-2019,21-11-2019,44,72.28,3180.32,Rajasthan,Wholesale,150,84.29,112.44
Maharashtra,197.23,30,Small,04-07-2022,9,Paneer,Mother Dairy,300.62,38.78,11658.0436,12,Refrigerated,23-06-2022,05-07-2022,60,35.63,2137.8,West Bengal,Online,240,50.29,94.68
Gujarat,443.51,32,Medium,21-06-2020,10,Ghee,Sudha,234.57,68.52,16072.7364,117,Ambient,28-05-2020,22-09-2020,112,64.53,7227.36,Uttar Pradesh,Wholesale,122,12.8,60.75
Uttar Pradesh,142.89,86,Medium,18-07-2022,5,Ice Cream,Palle2patnam,204.1,93.05,18991.505,23,Frozen,14-06-2022,07-07-2022,98,94.33,9244.34,Madhya Pradesh,Wholesale,106,29.77,25.36
Madhya Pradesh,535.39,60,Large,17-07-2021,8,Buttermilk,Amul,31.09,26.77,832.2793,13,Refrigerated,13-07-2021,26-07-2021,30,31.06,931.8,Haryana,Wholesale,1,26.46,161.3
Chandigarh,677.91,91,Small,15-02-2019,4,Yogurt,Dodla Dairy,370.74,30.34,11248.2516,24,Refrigerated,11-01-2019,04-02-2019,121,26.77,3239.17,Chandigarh,Wholesale,249,18.33,101.73
Bihar,696.15,63,Large,02-03-2021,10,Ghee,Sudha,442.2,48.8,21579.36,66,Ambient,04-01-2021,11-03-2021,301,47.99,14444.99,Karnataka,Retail,141,66.86,150
Uttar Pradesh,555.53,16,Large,06-08-2020,10,Ghee,Mother Dairy,187.79,15.19,2852.5301,85,Ambient,12-07-2020,05-10-2020,8,17.12,136.96,Gujarat,Retail,179,84.5,106.45
Gujarat,865.05,70,Large,24-07-2020,10,Ghee,Raj,270.21,96.31,26023.9251,81,Ambient,15-07-2020,04-10-2020,217,91.62,19881.54,Madhya Pradesh,Retail,53,69.98,183.24
Haryana,972.97,70,Large,28-10-2020,9,Paneer,Mother Dairy,788.45,19.2,15138.24,7,Refrigerated,30-08-2020,06-09-2020,134,23.81,3190.54,West Bengal,Retail,654,92.11,119.48
Jharkhand,209.76,10,Small,25-06-2019,7,Lassi,Mother Dairy,456.81,81.7,37321.377,13,Refrigerated,01-06-2019,14-06-2019,117,79.79,9335.43,Telangana,Retail,339,58.28,35.9
Gujarat,531.67,66,Small,25-10-2020,7,Lassi,Raj,594.21,66.31,39402.0651,17,Refrigerated,28-09-2020,15-10-2020,136,62.03,8436.08,Maharashtra,Online,458,69.8,28.27
Gujarat,441.18,22,Small,16-08-2020,7,Lassi,Amul,665.07,31.25,20783.4375,18,Refrigerated,21-06-2020,09-07-2020,44,35.03,1541.32,Delhi,Online,621,12.82,108.62
Jharkhand,703.32,81,Medium,13-09-2020,3,Cheese,Britannia Industries,724.92,40.48,29344.7616,46,Frozen,01-09-2020,17-10-2020,695,44.37,30837.15,Delhi,Online,29,98.36,154.86
Tamil Nadu,235.32,10,Large,26-09-2020,9,Paneer,Raj,829.83,32.64,27085.6512,8,Refrigerated,06-09-2020,14-09-2020,651,29.6,19269.6,Maharashtra,Online,178,37.02,52.82
Gujarat,636.91,16,Small,11-10-2022,2,Butter,Parag Milk Foods,436.35,98.08,42797.208,26,Frozen,23-09-2022,19-10-2022,133,100.43,13357.19,Delhi,Retail,303,82.62,193.98
Karnataka,313.91,62,Small,08-11-2020,2,Butter,Mother Dairy,199.89,37.8,7555.842,29,Frozen,07-10-2020,05-11-2020,193,33.52,6469.36,Haryana,Retail,6,36.83,67.96
Rajasthan,340.18,90,Medium,20-03-2021,3,Cheese,Britannia Industries,159.33,77.72,12383.1276,81,Frozen,06-03-2021,26-05-2021,144,82.38,11862.72,West Bengal,Online,15,56.54,76.45
Chandigarh,542.09,46,Medium,05-08-2020,8,Buttermilk,Amul,103.55,81.44,8433.112,10,Refrigerated,04-08-2020,14-08-2020,17,78.16,1328.72,Jharkhand,Wholesale,86,64.89,151.64
Jharkhand,139.05,61,Small,26-02-2021,10,Ghee,Raj,938.27,68.21,63999.3967,109,Ambient,25-02-2021,14-06-2021,419,64.82,27159.58,Delhi,Online,519,67.97,150.6
Kerala,40.71,72,Small,22-05-2022,1,Milk,Amul,605.73,89.78,54382.4394,1,Polythene Packet,23-03-2022,24-03-2022,492,94.68,46582.56,West Bengal,Wholesale,113,51.66,148.66
Jharkhand,712.58,89,Small,23-06-2022,3,Cheese,Britannia Industries,292.97,26.38,7728.5486,82,Frozen,21-05-2022,11-08-2022,132,23.63,3119.16,Delhi,Retail,160,65.82,197.4
Tamil Nadu,106.77,36,Medium,28-01-2020,4,Yogurt,Dodla Dairy,968.17,35.61,34476.5337,25,Frozen,20-01-2020,14-02-2020,842,37.29,31398.18,Maharashtra,Online,126,83.32,42.57
Maharashtra,714.59,46,Small,27-03-2022,1,Milk,Mother Dairy,912.1,95.77,87351.817,2,Polythene Packet,22-02-2022,24-02-2022,148,94.95,14052.6,Delhi,Online,764,47.65,105.42
Maharashtra,284.93,75,Small,22-10-2019,9,Paneer,Raj,739.64,19.47,14400.7908,14,Refrigerated,06-10-2019,20-10-2019,239,15.74,3761.86,Telangana,Online,500,70.71,112.03
Delhi,947.39,96,Large,20-02-2021,4,Yogurt,Palle2patnam,820.1,51.68,42382.768,24,Frozen,25-12-2020,18-01-2021,385,50.05,19269.25,Bihar,Retail,435,62.57,108.02
West Bengal,285.95,20,Large,17-07-2019,7,Lassi,Amul,773.61,67.65,52334.7165,13,Refrigerated,04-07-2019,17-07-2019,597,67.5,40297.5,Maharashtra,Wholesale,176,97.77,118.32
Bihar,403.55,85,Small,26-05-2020,3,Cheese,Britannia Industries,655.72,14.42,9455.4824,26,Refrigerated,05-05-2020,31-05-2020,329,11.6,3816.4,Kerala,Online,326,27.59,90.87
Maharashtra,858.57,30,Large,05-09-2019,1,Milk,Mother Dairy,909.03,84.61,76913.0283,30,Tetra Pack,03-09-2019,03-10-2019,443,85.52,37885.36,Bihar,Wholesale,466,61.92,80.24
West Bengal,390.31,54,Small,02-09-2021,3,Cheese,Britannia Industries,829.91,28.02,23254.0782,55,Frozen,26-07-2021,19-09-2021,757,32.36,24496.52,Maharashtra,Retail,72,84.27,70.29
Delhi,864.46,30,Large,22-03-2020,6,Curd,Mother Dairy,224.6,95.23,21388.658,6,Refrigerated,10-02-2020,16-02-2020,19,91.61,1740.59,Tamil Nadu,Online,205,15.95,82.19
Telangana,735.46,56,Small,07-02-2020,9,Paneer,Amul,277.21,66.37,18398.4277,11,Refrigerated,04-02-2020,15-02-2020,267,70.91,18932.97,West Bengal,Retail,10,65.1,107.02
Kerala,208.65,16,Small,21-11-2019,7,Lassi,Mother Dairy,757.12,15.81,11970.0672,15,Refrigerated,20-10-2019,04-11-2019,177,12.38,2191.26,Chandigarh,Wholesale,580,19.44,74.84
Haryana,546.54,33,Medium,11-01-2019,1,Milk,Amul,842.01,48.67,40980.6267,23,Tetra Pack,07-12-2018,30-12-2018,668,47.24,31556.32,Chandigarh,Retail,174,40.56,121.29
Chandigarh,413.06,46,Large,28-06-2020,10,Ghee,Amul,834.79,69.97,58410.2563,69,Ambient,10-06-2020,18-08-2020,597,72.13,43061.61,Tamil Nadu,Wholesale,237,20.13,163.29
Uttar Pradesh,683.46,53,Medium,25-04-2019,10,Ghee,Sudha,423.59,11.53,4883.9927,150,Ambient,01-04-2019,29-08-2019,118,15.52,1831.36,Telangana,Retail,305,52.32,122.58
Jharkhand,804.26,50,Small,17-06-2019,2,Butter,Mother Dairy,502.18,49.58,24898.0844,38,Frozen,15-06-2019,23-07-2019,36,51.33,1847.88,Chandigarh,Online,466,45.49,148.01
Chandigarh,61.53,35,Small,24-07-2019,9,Paneer,Mother Dairy,202.2,75.07,15179.154,13,Refrigerated,04-06-2019,17-06-2019,91,70.81,6443.71,Karnataka,Retail,111,12.2,35.18
Jharkhand,930.44,25,Large,10-12-2022,7,Lassi,Sudha,741.95,84.28,62531.546,13,Refrigerated,09-12-2022,22-12-2022,251,89.27,22406.77,Uttar Pradesh,Wholesale,490,72.39,146.73
Rajasthan,652.46,85,Medium,05-05-2020,7,Lassi,Sudha,356.66,28.8,10271.808,18,Refrigerated,04-05-2020,22-05-2020,32,28.92,925.44,Telangana,Retail,324,85.77,186.02
Chandigarh,470.5,17,Small,15-08-2021,1,Milk,Raj,247.12,35.67,8814.7704,25,Tetra Pack,25-07-2021,19-08-2021,204,34.58,7054.32,Kerala,Online,43,56.69,89.35
Chandigarh,529.28,13,Large,13-06-2019,9,Paneer,Raj,487.52,62.35,30396.872,7,Refrigerated,09-06-2019,16-06-2019,297,66.67,19800.99,Delhi,Wholesale,190,82.44,110.18
Delhi,737.53,76,Medium,08-05-2022,9,Paneer,Sudha,607.04,55.17,33490.3968,14,Refrigerated,07-04-2022,21-04-2022,367,50.53,18544.51,Delhi,Retail,240,50.72,188.17
Madhya Pradesh,225.74,79,Medium,19-03-2021,4,Yogurt,Dodla Dairy,70.27,35.14,2469.2878,24,Refrigerated,23-02-2021,19-03-2021,38,37.2,1413.6,Bihar,Retail,32,43.18,170.33
Rajasthan,838.28,68,Medium,08-11-2019,2,Butter,Amul,776.61,89.92,69832.7712,27,Refrigerated,12-10-2019,08-11-2019,723,86.16,62293.68,Jharkhand,Wholesale,53,43.77,163.23
Gujarat,111.43,76,Large,10-05-2019,9,Paneer,Mother Dairy,614.13,32.9,20204.877,13,Refrigerated,04-05-2019,17-05-2019,153,32.96,5042.88,Maharashtra,Retail,461,33.1,173.23
Madhya Pradesh,637.37,32,Large,23-11-2019,3,Cheese,Dynamix Dairies,247.81,30.91,7659.8071,38,Frozen,17-11-2019,25-12-2019,107,35.52,3800.64,Kerala,Wholesale,140,44.02,158.88
Madhya Pradesh,792.38,85,Medium,24-07-2020,2,Butter,Mother Dairy,30.64,61.14,1873.3296,27,Refrigerated,21-07-2020,17-08-2020,18,56.29,1013.22,Rajasthan,Wholesale,12,82.35,159.37
Jharkhand,876.97,34,Large,16-12-2021,1,Milk,Mother Dairy,601.93,33.02,19875.7286,2,Polythene Packet,30-11-2021,02-12-2021,386,31.53,12170.58,Chandigarh,Online,215,16.4,40.17
Tamil Nadu,977.86,46,Medium,22-09-2021,4,Yogurt,Amul,469.32,31.56,14811.7392,23,Frozen,17-09-2021,10-10-2021,192,35.18,6754.56,Maharashtra,Online,277,38.25,61.67
Haryana,837.04,21,Medium,28-05-2022,8,Buttermilk,Amul,419.23,72.24,30285.1752,13,Refrigerated,07-05-2022,20-05-2022,176,71.71,12620.96,Maharashtra,Online,243,42.53,82.2
Tamil Nadu,862.12,91,Small,25-05-2020,10,Ghee,Raj,886.48,53.46,47391.2208,61,Ambient,30-03-2020,30-05-2020,192,56.15,10780.8,Maharashtra,Retail,694,96.37,188.55
West Bengal,892.71,81,Large,25-10-2021,5,Ice Cream,Mother Dairy,928.57,49.56,46019.9292,28,Frozen,11-10-2021,08-11-2021,778,53.39,41537.42,Delhi,Retail,150,92.41,83.7
Tamil Nadu,358.09,59,Large,14-06-2022,2,Butter,Warana,686.59,90.54,62163.8586,34,Refrigerated,06-06-2022,10-07-2022,166,94.52,15690.32,Maharashtra,Online,520,65.03,166.89
Gujarat,965.65,11,Small,20-07-2019,3,Cheese,Dynamix Dairies,34.5,91.1,3142.95,27,Frozen,16-07-2019,12-08-2019,14,88.63,1240.82,Delhi,Retail,20,15.37,137.63
Chandigarh,176.93,37,Small,26-02-2019,6,Curd,Amul,127.22,56.68,7210.8296,7,Refrigerated,17-01-2019,24-01-2019,55,52.47,2885.85,Rajasthan,Retail,72,39.64,73.4
West Bengal,424.58,67,Large,15-11-2020,8,Buttermilk,Sudha,419.67,24.6,10323.882,12,Refrigerated,17-10-2020,29-10-2020,86,27.42,2358.12,Rajasthan,Retail,333,55.37,78.69
Telangana,390.48,97,Large,14-07-2019,3,Cheese,Dynamix Dairies,373.35,14.08,5256.768,44,Refrigerated,12-06-2019,26-07-2019,229,13.35,3057.15,Delhi,Wholesale,144,25.01,171.47
Haryana,23.24,31,Large,18-10-2022,7,Lassi,Raj,763.48,12.08,9222.8384,18,Refrigerated,23-09-2022,11-10-2022,565,11.53,6514.45,Delhi,Retail,198,46.62,63.38
Gujarat,113.01,98,Medium,17-07-2020,5,Ice Cream,Dodla Dairy,909.73,12.78,11626.3494,28,Frozen,22-05-2020,19-06-2020,424,8.13,3447.12,Uttar Pradesh,Wholesale,485,40.35,126.79
Delhi,901.6,93,Small,14-06-2020,5,Ice Cream,Dodla Dairy,848.03,92.97,78841.3491,30,Frozen,11-06-2020,11-07-2020,441,90.81,40047.21,Bihar,Retail,407,87.6,107.27
Bihar,417.91,26,Medium,01-05-2019,2,Butter,Amul,281.3,11.45,3220.885,31,Refrigerated,06-03-2019,06-04-2019,135,16.23,2191.05,Bihar,Online,146,65.01,22.34
Maharashtra,327.17,99,Large,25-08-2022,8,Buttermilk,Amul,828.27,75.92,62882.2584,13,Refrigerated,23-07-2022,05-08-2022,634,79.85,50624.9,West Bengal,Retail,194,86.37,23.71
Jharkhand,221.6,87,Medium,12-02-2022,3,Cheese,Dynamix Dairies,282.43,14.78,4174.3154,57,Frozen,24-01-2022,22-03-2022,80,11.33,906.4,Delhi,Retail,202,41.28,95.17
Chandigarh,61.82,99,Medium,25-07-2020,8,Buttermilk,Amul,940.62,22.1,20787.702,11,Refrigerated,05-07-2020,16-07-2020,906,24.66,22341.96,Rajasthan,Wholesale,34,67.06,70.24
Delhi,644.81,77,Small,14-11-2020,9,Paneer,Mother Dairy,307.33,56.54,17376.4382,7,Refrigerated,26-09-2020,03-10-2020,7,57.31,401.17,Tamil Nadu,Retail,300,23.62,23.93
Rajasthan,787.87,57,Small,23-06-2019,6,Curd,Raj,298.76,41.38,12362.6888,6,Refrigerated,20-05-2019,26-05-2019,216,43.11,9311.76,Delhi,Wholesale,82,30.78,95.37
Maharashtra,409.47,52,Small,05-01-2020,9,Paneer,Amul,245.72,97.56,23972.4432,8,Refrigerated,08-11-2019,16-11-2019,5,93.59,467.95,Gujarat,Retail,240,48.17,183.95
Maharashtra,858.3,25,Small,05-08-2020,9,Paneer,Mother Dairy,45.09,27.05,1219.6845,14,Refrigerated,13-06-2020,27-06-2020,39,28.93,1128.27,West Bengal,Retail,6,17.05,130.02
Telangana,471.64,34,Small,11-04-2022,7,Lassi,Mother Dairy,186.92,96.13,17968.6196,12,Refrigerated,17-02-2022,01-03-2022,45,98.16,4417.2,Chandigarh,Online,141,14.4,141.46
Madhya Pradesh,274.38,49,Medium,03-01-2022,6,Curd,Mother Dairy,328.37,84.12,27622.4844,6,Refrigerated,01-12-2021,07-12-2021,95,84.25,8003.75,Jharkhand,Retail,233,19.87,83.15
Jharkhand,14.99,58,Medium,14-05-2019,1,Milk,Sudha,475.09,98.87,46972.1483,29,Tetra Pack,11-05-2019,09-06-2019,272,102.79,27958.88,Maharashtra,Online,203,50.18,21.39
Tamil Nadu,882.37,75,Large,23-07-2019,1,Milk,Mother Dairy,723.83,28.75,20810.1125,2,Polythene Packet,26-05-2019,28-05-2019,191,25.47,4864.77,Jharkhand,Wholesale,532,31.38,41.66
Bihar,770.04,28,Small,14-01-2020,3,Cheese,Dynamix Dairies,43.17,65.72,2837.1324,60,Refrigerated,09-01-2020,09-03-2020,42,70.57,2963.94,Gujarat,Wholesale,1,37.29,44.03
Chandigarh,690.79,92,Small,13-03-2022,8,Buttermilk,Amul,462.95,41.91,19402.2345,9,Refrigerated,24-01-2022,02-02-2022,223,46.35,10336.05,Karnataka,Wholesale,239,83.03,112.46
Tamil Nadu,598.84,80,Small,14-02-2020,3,Cheese,Passion Cheese,498.23,60.45,30118.0035,75,Frozen,19-01-2020,03-04-2020,225,57.28,12888,Jharkhand,Online,273,84.4,95.54
Uttar Pradesh,941.69,45,Large,18-11-2022,4,Yogurt,Palle2patnam,12.3,17.98,221.154,26,Frozen,22-10-2022,17-11-2022,12,19.15,229.8,Jharkhand,Wholesale,0,43.51,98.48
Chandigarh,884.92,45,Large,21-04-2019,10,Ghee,Raj,75.67,28.05,2122.5435,130,Ambient,26-03-2019,03-08-2019,38,32.46,1233.48,Delhi,Wholesale,37,15.09,146.4
Uttar Pradesh,696.99,91,Large,26-08-2019,8,Buttermilk,Raj,119.49,30.44,3637.2756,11,Refrigerated,18-08-2019,29-08-2019,6,30.35,182.1,Rajasthan,Online,113,94.21,141.36
Delhi,720.37,46,Large,01-11-2022,4,Yogurt,Palle2patnam,250.06,47.29,11825.3374,29,Refrigerated,15-09-2022,14-10-2022,98,44.74,4384.52,Telangana,Wholesale,152,28.81,183.67
Delhi,46.11,87,Small,16-11-2020,4,Yogurt,Palle2patnam,10.4,48.2,501.28,27,Refrigerated,30-10-2020,26-11-2020,9,46.68,420.12,Chandigarh,Wholesale,1,54.97,106.19
Madhya Pradesh,908.45,73,Small,11-05-2019,3,Cheese,Britannia Industries,103.28,13.07,1349.8696,25,Refrigerated,08-04-2019,03-05-2019,51,16.27,829.77,Bihar,Online,52,46.47,173.77
Gujarat,286.73,12,Small,04-04-2019,3,Cheese,Passion Cheese,442.02,84.63,37408.1526,66,Frozen,30-03-2019,04-06-2019,438,86.46,37869.48,Delhi,Wholesale,4,16.42,85.23
Bihar,76.74,13,Large,17-02-2021,4,Yogurt,Amul,602.96,46.83,28236.6168,25,Frozen,13-02-2021,10-03-2021,257,45.9,11796.3,West Bengal,Wholesale,345,77.59,88.45
